,trans_date,acc_created_date,trans_id,user_id,brand,product_name,quantity,sub_total
17,2021-03-02 15:54:06,2021-03-02 15:54:06,INV-12175205-20216,7e1bc6e739,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
18,2021-03-02 17:28:27,2021-03-02 17:28:27,INV-19039560-20217,478f489fbb,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
19,2021-03-02 17:36:22,2021-03-02 17:36:22,INV-96812135-20218,495b6285be,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
20,2021-03-02 21:07:06,2021-03-02 21:07:06,INV-36823165-20220,d16f32acf9,Insight Magazine,Insight Magazine 24 Month Printed Subscription,1,480000
21,2021-03-02 21:56:20,2021-03-02 21:56:20,INV-71564567-20222,117d8b2315,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
22,2021-03-02 22:16:47,2021-03-02 22:12:36,INV-87894189-20223,debea38e41,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
23,2021-03-02 23:09:01,2021-03-02 23:09:01,INV-51503967-20225,0321ba50ff,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
24,2021-03-03 00:34:35,2021-03-02 22:48:51,INV-68146649-20226,d4906a2be3,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,14000
25,2021-03-03 08:03:13,2021-02-03 06:38:44,INV-12042569-20228,4ad782afa0,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
26,2021-03-03 08:39:51,2021-02-26 15:14:12,INV-29453338-20229,caeb9167b0,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
27,2021-03-03 08:39:51,2021-02-26 15:14:12,INV-67083434-20229,caeb9167b0,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
28,2021-03-03 10:20:59,2021-03-03 10:20:59,INV-21544669-20232,3b0ce7a484,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
29,2021-03-03 10:21:15,2021-03-03 10:21:15,INV-88875572-20233,f1f1a268c0,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
30,2021-03-03 18:28:06,2021-03-03 18:20:59,INV-92715626-20239,9182ec31b6,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
31,2021-03-03 20:16:31,2021-03-03 20:16:31,INV-80905274-20240,b3e1325e56,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
32,2021-03-03 21:15:40,2021-03-03 21:15:40,INV-32760728-20242,ee8b402b06,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
33,2021-03-04 06:38:58,2021-03-04 06:38:58,INV-47471203-20244,8d0b22c1ec,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
34,2021-03-04 10:16:16,2021-03-04 10:16:16,INV-32448436-20246,40bf04f951,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 12 Month Printed Subscription,1,168000
35,2021-03-04 11:18:25,2021-03-04 11:18:25,INV-51044103-20248,81ed91a791,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
36,2021-03-04 15:49:59,2021-03-04 15:49:59,INV-46384519-20252,14acffe50f,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
37,2021-03-04 16:50:46,2021-03-04 16:50:46,INV-70729305-20253,e513839abf,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
38,2021-03-04 17:53:08,2021-03-04 17:48:51,INV-78790289-20255,a99687c403,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
39,2021-03-05 10:37:58,2021-03-05 10:37:58,INV-68413347-20262,977081c665,Womens`s Magazine,Womens`s Magazine 3 Month E-Magazine Subscription,1,65000
40,2021-03-05 11:24:21,2021-03-05 11:16:18,INV-54797891-20264,4fb9c2fa22,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
41,2021-03-05 19:04:33,2021-03-05 19:04:33,INV-37618592-20270,d0058bb2e0,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
42,2021-03-05 19:04:33,2021-03-05 19:04:33,INV-48884434-20270,d0058bb2e0,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
43,2021-03-05 20:31:33,2021-03-05 20:29:54,INV-43797742-20273,6ff39595a0,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,91000
44,2021-03-05 22:16:50,2021-03-05 22:16:50,INV-72005585-20274,0c63dc0359,Geo Magazine,Geo Magazine 6 Month E-Magazine Subscription,1,180000
45,2021-03-05 22:26:00,2021-03-05 22:26:00,INV-50604669-20275,24a0f94976,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
46,2021-03-06 00:37:27,2021-03-06 00:30:54,INV-23699293-20276,f4cec3d7e8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
47,2021-03-06 09:34:35,2021-03-06 09:34:35,INV-11232920-20278,98a49e3920,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
48,2021-03-06 13:38:58,2021-03-06 13:37:19,INV-72250430-20279,453588689a,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
49,2021-03-07 09:32:23,2021-03-07 09:31:10,INV-40049368-20280,8e2ee65af3,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,576000
50,2021-03-07 10:28:21,2021-03-07 10:24:30,INV-55075624-20281,2fe3f88849,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,240000
51,2021-03-07 13:44:48,2021-03-07 13:44:48,INV-56406902-20283,e0a32ccbbf,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
52,2021-03-07 13:44:48,2021-03-07 13:44:48,INV-73664542-20283,e0a32ccbbf,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
53,2021-03-07 15:08:03,2021-03-07 15:08:03,INV-46949005-20284,677d8c28ac,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
54,2021-03-07 19:31:33,2021-03-07 19:31:33,INV-31132258-20285,8f20f60138,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
55,2021-03-08 06:39:56,2021-03-06 10:18:51,INV-14814281-20286,c5cccf58b7,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
56,2021-03-08 19:58:30,2021-03-08 19:58:30,INV-58494497-20291,fc6903fdde,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
57,2021-03-08 20:31:04,2021-03-08 20:25:11,INV-71478864-20292,c5f5c60035,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
58,2021-03-08 20:31:04,2021-03-08 20:25:11,INV-57105574-20292,c5f5c60035,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
59,2021-03-08 21:25:48,2021-03-08 21:25:48,INV-66275293-20293,fbb9666a34,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
60,2021-03-09 04:13:35,2021-03-09 04:13:35,INV-81910830-20295,9cfda8631c,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
61,2021-03-09 09:48:26,2021-03-09 09:46:19,INV-15024011-20296,eda3c56093,Insight Magazine,Insight Magazine 6 Month Printed Subscription,1,120000
62,2021-03-09 09:52:59,2021-03-09 09:46:19,INV-95117562-20297,eda3c56093,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
63,2021-03-09 11:17:32,2021-03-09 11:17:32,INV-29855325-20298,0d190771e8,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
64,2021-03-09 11:17:32,2021-03-09 11:17:32,INV-84723168-20298,0d190771e8,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
65,2021-03-09 11:17:32,2021-03-09 11:17:32,INV-68605805-20298,0d190771e8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
66,2021-03-09 11:17:32,2021-03-09 11:17:32,INV-88389342-20298,0d190771e8,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
67,2021-03-09 11:39:22,2021-03-09 11:36:55,INV-24789966-20299,650cd4c9f2,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
68,2021-03-09 14:21:11,2021-03-09 14:21:11,INV-85484949-20303,3b060ce89c,Automotive Magazine,Automotive Magazine 3 Month E-Magazine Subscription,1,65000
69,2021-03-09 18:14:27,2021-03-09 18:14:27,INV-90132706-20306,d69e695e27,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
70,2021-03-10 08:03:49,2021-03-10 08:03:49,INV-63923943-20308,a62d095611,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
71,2021-03-10 08:18:39,2021-03-10 08:17:22,INV-70453819-20309,c3f4bc0db0,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
72,2021-03-10 09:12:32,2021-03-10 09:12:32,INV-71712304-20310,0b83697d91,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
73,2021-03-10 10:41:09,2021-03-10 10:39:06,INV-23958744-20311,3caca04390,Geo Magazine,Geo Magazine 3 Month E-Magazine Subscription,1,90000
74,2021-03-10 11:24:21,2021-03-10 11:23:00,INV-22564965-20312,566b3e5dfb,Automotive Magazine,Automotive Magazine 12 Month E-Magazine Subscription,1,260000
75,2021-03-10 13:10:21,2021-03-10 13:10:21,INV-95572864-20314,18ad493172,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,91000
76,2021-03-10 14:06:17,2020-12-05 16:29:50,INV-30053744-20315,9b15027be5,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
77,2021-03-10 16:49:35,2021-03-10 16:19:27,INV-69780329-20316,7fbdd02dc1,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
78,2021-03-11 06:59:41,2021-03-11 06:59:41,INV-58496895-20317,c5d634d6d1,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
79,2021-03-11 08:00:25,2021-03-11 07:57:21,INV-52744111-20318,f68d397e55,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
80,2021-03-11 08:45:49,2021-03-11 08:45:49,INV-23232457-20319,66e6e335e9,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
81,2021-03-11 09:29:50,2020-08-18 19:23:44,INV-29838629-20320,c38ac1b4f1,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,288000
82,2021-03-11 09:29:50,2020-08-18 19:23:44,INV-74531749-20320,c38ac1b4f1,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
83,2021-03-11 10:59:28,2021-03-11 10:59:28,INV-63317764-20321,f2226cc3f3,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
84,2021-03-11 11:47:03,2021-03-11 11:46:11,INV-46471098-20322,eaa378e1d5,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,91000
85,2021-03-11 11:59:00,2021-03-11 11:55:09,INV-91043803-20323,ee338e224e,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,2,14000
86,2021-03-11 12:37:45,2021-03-11 12:37:45,INV-48583648-20324,ad840da541,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
87,2021-03-11 13:01:03,2021-03-11 13:01:03,INV-36125545-20327,36ed31e235,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
88,2021-03-11 15:13:44,2021-03-11 15:13:44,INV-95206715-20328,d57165b8a5,Kids Magazine,Kids Magazine Unit Subscription E-Magazine Subscription,1,14000
89,2021-03-11 20:14:54,2021-03-11 20:14:54,INV-73657993-20329,c9af6b5818,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
90,2021-03-12 13:20:47,2021-03-12 13:20:47,INV-85495508-20333,66206add5e,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
91,2021-03-12 13:20:47,2021-03-12 13:20:47,INV-59913333-20333,66206add5e,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
92,2021-03-12 14:43:51,2021-03-12 14:43:51,INV-35517808-20335,de339136da,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
93,2021-03-12 20:46:15,2021-03-12 20:46:15,INV-78592692-20336,8a54725eb8,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
94,2021-03-12 20:46:15,2021-03-12 20:46:15,INV-84685908-20336,8a54725eb8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
95,2021-03-12 21:48:37,2021-03-12 21:23:46,INV-45636903-20338,e03420ba67,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,91000
96,2021-03-12 23:18:05,2021-03-12 23:18:05,INV-92993576-20339,8af9f369c9,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
97,2021-03-12 23:18:05,2021-03-12 23:18:05,INV-77678602-20339,8af9f369c9,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
98,2021-03-13 03:02:57,2021-03-13 03:02:57,INV-75014591-20340,f1c5de7978,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
99,2021-03-13 12:20:33,2021-03-08 16:44:13,INV-13223462-20343,f52cf2d17b,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
100,2021-03-13 17:58:25,2021-03-13 17:56:23,INV-30339239-20344,8dc69938a3,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
101,2021-03-13 19:54:03,2021-03-08 15:22:06,INV-12025814-20345,c361fc7026,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
102,2021-03-14 03:15:57,2021-03-14 03:15:57,INV-57079427-20347,cd2877a409,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
103,2021-03-14 03:15:57,2021-03-14 03:15:57,INV-34335287-20347,cd2877a409,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
104,2021-03-14 09:03:39,2021-03-14 09:03:39,INV-66815218-20349,974670105c,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,576000
105,2021-03-14 12:19:21,2021-03-14 12:19:21,INV-38640634-20350,54d8d6b481,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
106,2021-03-14 13:25:58,2021-03-11 22:41:48,INV-66227587-20351,a7a0c661f8,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
107,2021-03-14 13:25:58,2021-03-11 22:41:48,INV-80674633-20351,a7a0c661f8,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
108,2021-03-14 14:53:21,2021-03-14 14:53:21,INV-69111355-20353,63ef7ec26d,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
109,2021-03-14 18:47:51,2021-03-14 18:47:51,INV-43976688-20354,5ce7218d09,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
110,2021-03-14 18:47:51,2021-03-14 18:47:51,INV-60370759-20354,5ce7218d09,Geo Magazine,Geo Magazine 24 Month Printed Subscription,1,1152000
111,2021-03-14 19:34:14,2021-03-14 19:32:36,INV-90197311-20355,fcf7b57d74,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
112,2021-03-15 07:56:57,2021-03-15 07:56:57,INV-86184682-20359,c16a3bee15,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
113,2021-03-15 09:00:35,2021-03-15 09:00:35,INV-94793386-20361,90f330b700,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
114,2021-03-15 09:00:35,2021-03-15 09:00:35,INV-96092231-20361,90f330b700,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
115,2021-03-15 10:13:46,2021-03-15 10:13:46,INV-55417384-20363,663513d88c,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
116,2021-03-15 10:14:04,2021-03-15 10:14:04,INV-35064656-20364,9a96dd5fe5,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
117,2021-03-15 11:45:03,2021-03-15 11:45:03,INV-40062629-20367,f429cce150,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
118,2021-03-15 12:35:19,2021-03-15 12:29:39,INV-71875132-20368,977b8a2a75,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
119,2021-03-15 14:30:26,2021-03-15 14:30:26,INV-24584515-20369,dc5a758e78,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
120,2021-03-15 14:30:26,2021-03-15 14:30:26,INV-98993350-20369,dc5a758e78,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
121,2021-03-15 15:08:07,2021-03-15 15:08:07,INV-95446845-20370,aac9daba2c,Automotive Magazine,Automotive Magazine 6 Month Printed Subscription,1,208000
122,2021-03-15 16:44:44,2021-03-15 16:44:44,INV-39187776-20374,0d7721b14b,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
123,2021-03-15 18:51:33,2021-03-15 18:51:33,INV-47313501-20376,27c6f57091,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
124,2021-03-15 20:25:34,2021-03-15 20:25:34,INV-18462785-20378,af20466ce2,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
125,2021-03-16 00:17:51,2021-03-16 00:06:20,INV-80313488-20379,1b715fa3e6,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
126,2021-03-16 00:17:51,2021-03-16 00:06:20,INV-78119880-20379,1b715fa3e6,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
127,2021-03-16 00:36:55,2021-03-16 00:36:55,INV-13927988-20380,46df2d0582,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,576000
128,2021-03-16 08:18:10,2021-03-16 08:18:10,INV-58930325-20381,b05b94265c,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
129,2021-03-16 08:46:25,2021-03-16 06:36:17,INV-24239816-20383,78b8393f26,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
130,2021-03-16 09:36:17,2021-03-16 09:36:17,INV-36412709-20385,cf81108bd4,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
131,2021-03-16 10:03:27,2021-03-16 10:03:27,INV-84004115-20387,7729b7ca44,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
132,2021-03-16 11:13:15,2021-03-16 11:13:15,INV-55276099-20389,7f733f3c7c,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 12 Month Printed Subscription,1,168000
133,2021-03-16 11:22:18,2021-03-16 11:22:18,INV-47445540-20391,7416daa134,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
134,2021-03-16 12:54:36,2021-03-16 12:54:36,INV-64508253-20393,096f3dd77f,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
135,2021-03-16 15:10:36,2021-03-16 15:08:39,INV-35211048-20394,fdda5cf6ec,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
136,2021-03-16 18:07:59,2021-03-16 18:07:59,INV-41695604-20395,33f44c20f8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
137,2021-03-16 20:51:04,2021-03-16 20:51:04,INV-52627731-20397,7f733f3c7c,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
138,2021-03-16 21:00:23,2021-03-16 21:00:23,INV-28448792-20398,5aa172c405,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
139,2021-03-17 11:11:48,2021-03-17 11:11:48,INV-63270040-20400,4c49d35b03,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,240000
140,2021-03-17 14:22:08,2021-03-17 14:22:08,INV-88810230-20401,97fa9269c9,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
141,2021-03-17 14:53:48,2021-03-17 14:53:48,INV-28910614-20402,f874976c78,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
142,2021-03-17 19:09:39,2021-03-17 19:09:39,INV-80204652-20404,e7638272a4,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
143,2021-03-17 23:07:07,2021-03-17 22:33:05,INV-79080114-20408,8302d0890d,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
144,2021-03-18 09:14:35,2021-03-18 09:11:53,INV-71293484-20409,6074e94690,Automotive Magazine,Automotive Magazine 6 Month E-Magazine Subscription,1,130000
145,2021-03-18 12:08:39,2021-03-18 12:05:50,INV-89137586-20411,17c83a0ef8,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
146,2021-03-18 12:39:39,2021-03-18 12:39:39,INV-41246081-20412,d78fe8a6df,Kids Magazine,Kids Magazine 3 Month E-Magazine Subscription,1,91000
147,2021-03-18 16:59:16,2021-03-18 16:59:16,INV-85083496-20415,740fa9f2b6,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
148,2021-03-18 17:38:00,2021-03-18 17:38:00,INV-62469587-20416,a28dc42e7c,Geo Magazine,Geo Magazine 12 Month E-Magazine Subscription,1,360000
149,2021-03-18 18:41:44,2021-03-18 18:41:44,INV-16179359-20418,be915a7297,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
150,2021-03-18 18:41:44,2021-03-18 18:41:44,INV-77799003-20418,be915a7297,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
151,2021-03-19 08:57:56,2021-03-19 08:54:43,INV-86347684-20424,d6462a65f7,Kids Creativity Magazine,Kids Creativity Magazine 12 Month Printed Subscription,1,291200
152,2021-03-19 09:47:24,2021-03-19 09:47:24,INV-73314790-20425,6a3f5be292,Kindergarten Creativity Magazine,Kindergarten Creativity Magazine 6 Month Printed Subscription,1,84000
153,2021-03-19 09:47:24,2021-03-19 09:47:24,INV-43388230-20425,6a3f5be292,Kids Magazine,Kids Magazine 6 Month Printed Subscription,1,291200
154,2021-03-19 14:22:34,2021-03-19 14:18:10,INV-25646311-20428,77d36a84d4,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
155,2021-03-19 14:36:53,2021-03-19 14:36:53,INV-79693481-20429,edee1da3c6,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
156,2021-03-19 14:42:41,2021-03-19 14:42:41,INV-21528477-20430,edee1da3c6,Kids Magazine,Kids Magazine 12 Month Printed Subscription,1,582400
157,2021-03-19 14:50:51,2021-03-19 14:47:43,INV-74985021-20431,f1c2663ce6,Kindergarten Magazine,Kindergarten Magazine 12 Month Printed Subscription,1,364000
158,2021-03-19 17:12:11,2021-03-19 17:12:11,INV-56851298-20435,a28dc42e7c,Geo Magazine,Geo Magazine 6 Month Printed Subscription,1,288000
159,2021-03-19 17:51:55,2021-03-06 07:27:25,INV-51123330-20436,a7cee0d60d,Insight Magazine,Insight Magazine 12 Month Printed Subscription,1,240000
160,2021-03-19 17:51:55,2021-03-06 07:27:25,INV-69194291-20436,a7cee0d60d,Geo Magazine,Geo Magazine 12 Month Printed Subscription,1,576000
161,2021-03-19 18:33:02,2021-03-19 18:33:02,INV-22564329-20437,003e99a26e,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
162,2021-03-19 19:22:21,2021-03-19 19:22:21,INV-37153296-20439,42c4464036,Kindergarten Magazine,Kindergarten Magazine 6 Month Printed Subscription,1,182000
163,2021-03-20 10:39:11,2021-03-20 10:39:11,INV-40554015-20441,ccdb0cc5c2,Insight Magazine,Insight Magazine 24 Month Printed Subscription,1,480000
164,2021-03-20 13:11:26,2021-03-20 13:11:26,INV-14155020-20445,c4d0ccde0a,Insight Magazine,Insight Magazine 12 Month E-Magazine Subscription,1,150000
165,2021-03-21 09:33:29,2021-03-21 09:33:29,INV-56369982-20446,f15a82514a,Insight Magazine,Insight Magazine Unit Subscription E-Magazine Subscription,1,25000
166,2021-03-21 09:52:55,2021-03-21 09:52:55,INV-79424637-20447,ddf02a32f4,Kids Creativity Magazine,Kids Creativity Magazine 6 Month Printed Subscription,1,145600
